"usuario","codbarrastag","codreduzido","Endereco","engenharia","DataReposicao","EngenhariaPai","descricao","epc","StatusEndereco","numeroop","cor","tamanho","totalop","situacaoinventario"
"2410","01000065013703000447","650137","08-53-23","010464001-0","2023-06-15 09:41:52",,TSHIRT O MC SLIM MPENTEADA CB LITTLE M GUACHE,"3035E2C81C1FAA00000007DF",,"120307-001","216",M,"277",OK
"2410","01000065015505001146","650155","08-10-06","010464001-0","2023-06-12 15:09:37",,TSHIRT O MC SLIM MPENTEADA CB LITTLE GG DESEJO,"3035E2C81C1FAA0000000576",,"117381-001","519",GG,"334",
"2410","01000065015505001031","650155","08-10-06","010464001-0","2023-06-12 15:09:37",,TSHIRT O MC SLIM MPENTEADA CB LITTLE GG DESEJO,"3035E2C81C1FAA000000056B",,"117381-001","519",GG,"334",
"2410","01000065015505000954","650155","08-10-06","010464001-0","2023-06-12 15:09:37",,TSHIRT O MC SLIM MPENTEADA CB LITTLE GG DESEJO,"3035E2C81C1FAA0000000563",,"117381-001","519",GG,"334",
"2410","01000065015505000043","650155","08-10-06","010464001-0","2023-06-12 15:09:37",,TSHIRT O MC SLIM MPENTEADA CB LITTLE GG DESEJO,"3035E2C81C1FAA00000001E8",,"116795-001","519",GG,"397",
"2410","01000064937305000361","649373","08-57-02","010464005-0",,,TSHIRT O MC SLIM MPENTEADA CB BIKERS GG PRETO,"3035E2C81C1F1400000004B1",,"120310-001","210",GG,"162",adicionado do fila
"2410","01000065013703000502","650137","08-53-23","010464001-0","2023-06-15 09:42:02",,TSHIRT O MC SLIM MPENTEADA CB LITTLE M GUACHE,"3035E2C81C1FAA00000007E5",,"120307-001","216",M,"277",OK
"2410","01000065013703000463","650137","08-53-23","010464001-0","2023-06-15 09:43:50",,TSHIRT O MC SLIM MPENTEADA CB LITTLE M GUACHE,"3035E2C81C1FAA00000007E1",,"120307-001","216",M,"277",OK
"2410","01000065013703000552","650137","08-53-23","010464001-0","2023-06-15 09:43:56",,TSHIRT O MC SLIM MPENTEADA CB LITTLE M GUACHE,"3035E2C81C1FAA00000007EA",,"120307-001","216",M,"277",OK
"2410","01000061907302000209","619073","08-18-09","010463120-0","2023-06-12 19:33:47",,POLO MC SLIM PIQUET JEANS P MESCLA,"3035E2C81C0BF9800000010D",,"114046-006","248",P,"20",
"1057","01000065171203001458","651712","22-02-08","010242475-0","2023-05-30 09:07:01",,TRICOT O ML MPOLLO BASIC M BORDO,"3035E2C81C25AAC00000000F",,"114071-011","719",M,,OK
"2410","01000061907704002358","619077","08-18-20","010463120-0","2023-06-12 19:41:07",,POLO MC SLIM PIQUET JEANS G MESCLA,"3035E2C81C0BF98000000F6B",,"115705-001","248",G,"1145",
"2410","01000058148505000807","581485","08-39-10","010450002-0","2023-06-14 13:13:36",,TSHIRT V MC SLIM MPENTEADA BASICA PACK GG MINERAL,"3035E2C168000F000000358F",,"117778-001","950",GG,"629",
"2410","01000058148505000734","581485","08-39-10","010450002-0","2023-06-14 13:13:36",,TSHIRT V MC SLIM MPENTEADA BASICA PACK GG MINERAL,"3035E2C168000F0000003588",,"117778-001","950",GG,"629",
"2410","01000058148505000718","581485","08-39-10","010450002-0","2023-06-14 13:13:36",,TSHIRT V MC SLIM MPENTEADA BASICA PACK GG MINERAL,"3035E2C168000F0000003586",,"117778-001","950",GG,"629",
"2410","01000065013703000536","650137","08-53-23","010464001-0","2023-06-15 09:44:02",,TSHIRT O MC SLIM MPENTEADA CB LITTLE M GUACHE,"3035E2C81C1FAA00000007E8",,"120307-001","216",M,"277",OK
"2410","01000058142804018630","581428","08-27-09","010450001-0","2023-06-13 17:02:57",,TSHIRT O MC SLIM MPENTEADA PACK G MINERAL,"3035E2C168000E800003F5C4",,"119521-001","950",G,"1054",
"2410","01000058142804018745","581428","08-27-09","010450001-0","2023-06-13 17:02:57",,TSHIRT O MC SLIM MPENTEADA PACK G MINERAL,"3035E2C168000E800003F5CF",,"119521-001","950",G,"1054",
"2410","01000058142804018664","581428","08-27-09","010450001-0","2023-06-13 17:02:57",,TSHIRT O MC SLIM MPENTEADA PACK G MINERAL,"3035E2C168000E800003F5C7",,"119521-001","950",G,"1054",
"2410","01000058142804018533","581428","08-27-09","010450001-0","2023-06-13 17:02:57",,TSHIRT O MC SLIM MPENTEADA PACK G MINERAL,"3035E2C168000E800003F5BA",,"119521-001","950",G,"1054",
"2410","01000058142804018965","581428","08-27-09","010450001-0","2023-06-13 17:02:57",,TSHIRT O MC SLIM MPENTEADA PACK G MINERAL,"3035E2C168000E800003F5E5",,"119521-001","950",G,"1054",
"2410","01000058142804018850","581428","08-27-09","010450001-0","2023-06-13 17:02:57",,TSHIRT O MC SLIM MPENTEADA PACK G MINERAL,"3035E2C168000E800003F5DA",,"119521-001","950",G,"1054",
"2410","01000058142804018541","581428","08-27-09","010450001-0","2023-06-13 17:02:57",,TSHIRT O MC SLIM MPENTEADA PACK G MINERAL,"3035E2C168000E800003F5BB",,"119521-001","950",G,"1054",
"2410","01000058142804018800","581428","08-27-09","010450001-0","2023-06-13 17:02:57",,TSHIRT O MC SLIM MPENTEADA PACK G MINERAL,"3035E2C168000E800003F5D5",,"119521-001","950",G,"1054",
"2410","01000065013703000455","650137","08-53-23","010464001-0","2023-06-15 09:44:10",,TSHIRT O MC SLIM MPENTEADA CB LITTLE M GUACHE,"3035E2C81C1FAA00000007E0",,"120307-001","216",M,"277",OK
"2410","01000058142804019018","581428","08-27-09","010450001-0","2023-06-13 17:02:57",,TSHIRT O MC SLIM MPENTEADA PACK G MINERAL,"3035E2C168000E800003F5EA",,"119521-001","950",G,"1054",
"2410","01000058142804018842","581428","08-27-09","010450001-0","2023-06-13 17:02:57",,TSHIRT O MC SLIM MPENTEADA PACK G MINERAL,"3035E2C168000E800003F5D9",,"119521-001","950",G,"1054",
"2410","01000058142804018698","581428","08-27-09","010450001-0","2023-06-13 17:02:57",,TSHIRT O MC SLIM MPENTEADA PACK G MINERAL,"3035E2C168000E800003F5CA",,"119521-001","950",G,"1054",
"2410","01000058142804018834","581428","08-27-09","010450001-0","2023-06-13 17:02:57",,TSHIRT O MC SLIM MPENTEADA PACK G MINERAL,"3035E2C168000E800003F5D8",,"119521-001","950",G,"1054",
"2410","01000058142804018737","581428","08-27-09","010450001-0","2023-06-13 17:02:57",,TSHIRT O MC SLIM MPENTEADA PACK G MINERAL,"3035E2C168000E800003F5CE",,"119521-001","950",G,"1054",
"2410","01000058142804018931","581428","08-27-09","010450001-0","2023-06-13 17:02:57",,TSHIRT O MC SLIM MPENTEADA PACK G MINERAL,"3035E2C168000E800003F5E2",,"119521-001","950",G,"1054",
"2410","01000058142804018973","581428","08-27-09","010450001-0","2023-06-13 17:02:57",,TSHIRT O MC SLIM MPENTEADA PACK G MINERAL,"3035E2C168000E800003F5E6",,"119521-001","950",G,"1054",
"2410","01000058142804018787","581428","08-27-09","010450001-0","2023-06-13 17:02:57",,TSHIRT O MC SLIM MPENTEADA PACK G MINERAL,"3035E2C168000E800003F5D3",,"119521-001","950",G,"1054",
"2410","01000065013703000528","650137","08-53-23","010464001-0","2023-06-15 09:44:17",,TSHIRT O MC SLIM MPENTEADA CB LITTLE M GUACHE,"3035E2C81C1FAA00000007E7",,"120307-001","216",M,"277",OK
"2449","01000055854601000541","558546","08-50-19","020450036-0","2023-06-14 15:24:00",,BONE BASICO LEAO UNI BANANA,,,"104775-001","303",UNI,"700",OK
"2410","01000065013703000510","650137","08-53-23","010464001-0","2023-06-15 09:44:22",,TSHIRT O MC SLIM MPENTEADA CB LITTLE M GUACHE,"3035E2C81C1FAA00000007E6",,"120307-001","216",M,"277",OK
"2410","01000065013703000586","650137","08-53-23","010464001-0","2023-06-15 09:44:31",,TSHIRT O MC SLIM MPENTEADA CB LITTLE M GUACHE,"3035E2C81C1FAA00000007ED",,"120307-001","216",M,"277",OK
"2410","01000047220505002288","472205","08-53-07","010450033-0","2023-06-14 20:13:33",,CAMISA MC SLIM SILKY BASICA PACK GG BEBE,"3035E2C3F4192EC00000415D",,"116592-001","226",GG,"534",
"2410","01000064937305000400","649373","08-57-02","010464005-0",,,TSHIRT O MC SLIM MPENTEADA CB BIKERS GG PRETO,"3035E2C81C1F1400000004B5",,"120310-001","210",GG,"162",adicionado do fila
"2410","01000065013703000489","650137","08-53-23","010464001-0","2023-06-15 09:44:39",,TSHIRT O MC SLIM MPENTEADA CB LITTLE M GUACHE,"3035E2C81C1FAA00000007E3",,"120307-001","216",M,"277",OK
"2452","01000062573705001248","625737","02-81-19","010463222-0","2023-06-24 14:19:52",,CAMISA ML SLIM  JEANS GG NEVOEIRO,"3035E2C81C114B80000002FA",,"117925-002","227",GG,"2",
"2449","01000065028103008498","650281","06-74-20","010463139-0","2023-06-28 16:31:00",,POLO MC SLIM PIQUET AZURE M GUACHE,"3035E2C81C1F1240000016FC",,"119945-005","216",M,"1",OK
"2410","01000064413405003883","644134","08-18-11","010463120-0","2023-06-12 19:35:10",,POLO MC SLIM PIQUET JEANS GG AGUA,"3035E2C81C0BF98000001BA5",,"119469-007","101",GG,"5",
"2410","01000064414104002514","644141","08-18-21","010463120-0","2023-06-12 19:43:06",,POLO MC SLIM PIQUET JEANS G BANANA,"3035E2C81C0BF9800000094A",,"114669-001","303",G,"496",
"2410","01000061737305002845","617373","08-35-04","010450011-0","2023-06-14 11:51:32",,TSHIRT O MC SLIM MCONFORTO BASICA PACK GG MERGULHO,"3035E2C1686130800000BCB1",,"116587-001","116",GG,"706",OK
"2410","01000048081106001171","480811","08-33-24","010450011-0","2023-06-14 11:45:59",,TSHIRT O MC SLIM MCONFORTO BASICA PACK XG CEREJA,"3035E2C16861308000008E6B",,"113211-001","405",XG,"1199",OK
"2452","01000054738602001995","547386","09-03-15","010460515-0","2023-06-14 13:46:04",,SHORT LINHO PACO JEANS 79 P LINHO,"3035E2C3F41996C00000098F",,"113283-001","412",P,"479",
"2410","01000048081106001545","480811","08-33-24","010450011-0","2023-06-14 11:45:59",,TSHIRT O MC SLIM MCONFORTO BASICA PACK XG CEREJA,"3035E2C16861308000008E90",,"113211-001","405",XG,"1199",OK
"2410","01000048081106001163","480811","08-33-24","010450011-0","2023-06-14 11:45:59",,TSHIRT O MC SLIM MCONFORTO BASICA PACK XG CEREJA,"3035E2C16861308000008E6A",,"113211-001","405",XG,"1199",OK
"2410","01000048081106001210","480811","08-33-24","010450011-0","2023-06-14 11:45:59",,TSHIRT O MC SLIM MCONFORTO BASICA PACK XG CEREJA,"3035E2C16861308000008E6F",,"113211-001","405",XG,"1199",OK
"2410","01000048081106001147","480811","08-33-24","010450011-0","2023-06-14 11:45:59",,TSHIRT O MC SLIM MCONFORTO BASICA PACK XG CEREJA,"3035E2C16861308000008E68",,"113211-001","405",XG,"1199",OK
"2410","01000048081106001317","480811","08-33-24","010450011-0","2023-06-14 11:45:59",,TSHIRT O MC SLIM MCONFORTO BASICA PACK XG CEREJA,"3035E2C16861308000008E79",,"113211-001","405",XG,"1199",OK
"2410","01000048081106001309","480811","08-33-24","010450011-0","2023-06-14 11:45:59",,TSHIRT O MC SLIM MCONFORTO BASICA PACK XG CEREJA,"3035E2C16861308000008E78",,"113211-001","405",XG,"1199",OK
"2102","01000065171303001043","651713","02-37-16","010242475-0","2023-06-08 12:41:09",,TRICOT O ML MPOLLO BASIC M MESCLA ESCURO,"3035E2C81C20AC00000008A8",,"114071-009","348",M,"591",
"2410","01000048081106001286","480811","08-33-24","010450011-0","2023-06-14 11:45:59",,TSHIRT O MC SLIM MCONFORTO BASICA PACK XG CEREJA,"3035E2C16861308000008E76",,"113211-001","405",XG,"1199",OK
"2102","01000065171303001001","651713","02-37-16","010242475-0","2023-06-08 12:41:09",,TRICOT O ML MPOLLO BASIC M MESCLA ESCURO,"3035E2C81C20AC00000008A4",,"114071-011","348",M,"531",
"2407","01000020088702098556","200887","10-01-05","010220002-0","2023-06-19 10:10:25",,TSHIRT O MC RG MPENTEADA PAI KIDS PACK P BRANCO,"3035E2C168001A8000037204",,"119516-001","201",P,"1291",OK
"2499","01000058103906004048","581039","09-22-23","010220012-0","2023-06-15 13:25:19",,POLO MC REG PIQUET PAI KIDS BASICA PACK XG MEL,"3035E2C1681E14C00001A4E4",,"110844-006","925",XG,"254",OK
"2407","01000020088702098564","200887","10-01-05","010220002-0","2023-06-19 10:10:32",,TSHIRT O MC RG MPENTEADA PAI KIDS PACK P BRANCO,"3035E2C168001A8000037205",,"119516-001","201",P,"1291",OK
"2452","01000031329902045760","313299","09-15-16","010220012-0","2023-06-14 17:24:51",,POLO MC REG PIQUET PAI KIDS BASICA PACK P BRANCO,"3035E2C1681E14C0000201E3",,"119519-001","201",P,"1222",
"2452","01000031329902045338","313299","09-15-16","010220012-0","2023-06-14 17:24:51",,POLO MC REG PIQUET PAI KIDS BASICA PACK P BRANCO,"3035E2C1681E14C0000201B8",,"119519-001","201",P,"1222",
"2452","01000031329902045320","313299","09-15-16","010220012-0","2023-06-14 17:24:51",,POLO MC REG PIQUET PAI KIDS BASICA PACK P BRANCO,"3035E2C1681E14C0000201B7",,"119519-001","201",P,"1222",
"2452","01000031329902045215","313299","09-15-16","010220012-0","2023-06-14 17:24:51",,POLO MC REG PIQUET PAI KIDS BASICA PACK P BRANCO,"3035E2C1681E14C0000201AC",,"119519-001","201",P,"1222",
"2452","01000031329902045778","313299","09-15-16","010220012-0","2023-06-14 17:24:51",,POLO MC REG PIQUET PAI KIDS BASICA PACK P BRANCO,"3035E2C1681E14C0000201E4",,"119519-001","201",P,"1222",
"2407","01000020088702097013","200887","10-01-05","010220002-0","2023-06-19 10:13:49",,TSHIRT O MC RG MPENTEADA PAI KIDS PACK P BRANCO,"3035E2C168001A800003716A",,"119516-001","201",P,"1291",OK
"2407","01000020088702097623","200887","10-01-05","010220002-0","2023-06-19 10:10:41",,TSHIRT O MC RG MPENTEADA PAI KIDS PACK P BRANCO,"3035E2C168001A80000371A7",,"119516-001","201",P,"1291",OK
"2367","01000058141505011832","581415","07-10-18","010450026-0","2023-06-19 12:21:16",,POLO MC REGULAR PIQUET PACK GG MEL,"3035E2C1681E7E0000028714",,"120302-001","925",GG,"833",
"1968","01000060920801000082","609208","02-02-02","010462148-0","2023-06-17 13:10:41",,TSHIRT O MC SLIM MPENTEADA DALY PP PRETO,"3035E2C81C0620400000032E",,,"210",,,
"1968","01000060916804001892","609168","02-02-02","010462146-0","2023-06-17 13:10:41",,TSHIRT O MC SLIM MPENTEADA RETTAN G BATOM,"3035E2C81C061D4000001015",,,"805",,,
"2410","01000067003103000381","670031","08-55-15","010465029-0","2023-06-15 11:12:55",,TSHIRT O MC SLIM MPENTEADA FORGE M LAGOA,"3035E2C81C2CA5C0000001A4",,"120114-001","439",M,"215",
"2410","01000067003103000470","670031","08-55-15","010465029-0","2023-06-15 11:13:28",,TSHIRT O MC SLIM MPENTEADA FORGE M LAGOA,"3035E2C81C2CA5C0000001AD",,"120114-001","439",M,"215",
"2410","01000065013703000560","650137","08-53-22","010464001-0","2023-06-15 09:39:31",,TSHIRT O MC SLIM MPENTEADA CB LITTLE M GUACHE,"3035E2C81C1FAA00000007EB",,"120307-001","216",M,"277",OK
"2499","01000058103906004022","581039","09-22-23","010220012-0","2023-06-15 13:25:19",,POLO MC REG PIQUET PAI KIDS BASICA PACK XG MEL,"3035E2C1681E14C00001A4E2",,"110844-006","925",XG,"254",OK
"2410","01000063614101000075","636141","02-33-04","010463093-0","2023-06-26 14:41:41",,TSHIRT O ML SLIM MCONFORTO EVOE PP CHOCOLATE,"3035E2C81C1718000000005D",,"112317-001","818",PP,"295",
"2452","01000062573705000446","625737","02-81-19","010463222-0","2023-06-24 14:19:52",,CAMISA ML SLIM  JEANS GG NEVOEIRO,"3035E2C81C114B80000001AC",,"114579-001","227",GG,"98",
"2410","01000064937305000418","649373","08-57-02","010464005-0","2023-06-15 14:12:42",,TSHIRT O MC SLIM MPENTEADA CB BIKERS GG PRETO,"3035E2C81C1F1400000004B6",,"120310-001","210",GG,"162",OK
"2410","01000064937305000353","649373","08-57-02","010464005-0","2023-06-15 14:12:49",,TSHIRT O MC SLIM MPENTEADA CB BIKERS GG PRETO,"3035E2C81C1F1400000004B0",,"120310-001","210",GG,"162",OK
"2410","01000064937305000395","649373","08-57-02","010464005-0","2023-06-15 14:12:30",,TSHIRT O MC SLIM MPENTEADA CB BIKERS GG PRETO,"3035E2C81C1F1400000004B4",,"120310-001","210",GG,"162",OK
"2410","01000064937305000426","649373","08-57-02","010464005-0",,,TSHIRT O MC SLIM MPENTEADA CB BIKERS GG PRETO,"3035E2C81C1F1400000004B7",,"120310-001","210",GG,"162",adicionado do fila
"2410","01000065013703000439","650137","08-53-22","010464001-0","2023-06-15 09:40:13",,TSHIRT O MC SLIM MPENTEADA CB LITTLE M GUACHE,"3035E2C81C1FAA00000007DE",,"120307-001","216",M,"277",OK
"2367","01000066191002000583","661910","11-60-04","010465119-0","2023-06-28 21:29:43","",POLO MC SLIM PIQUET STILL P AGUA,"3035E2C81C271CC00000006C","","115088-001","101",P,"69",
"2367","01000066191002000410","661910","11-60-04","010465119-0","2023-06-28 21:29:43","",POLO MC SLIM PIQUET STILL P AGUA,"3035E2C81C271CC00000005B","","115088-001","101",P,"69",
"2410","01000061905601000047","619056","08-18-05","010463121-0","2023-06-12 19:29:16",,POLO MC SLIM PIQUET BALL PP GUACHE,"3035E2C81C0BF58000000112",,"113256-001","216",PP,"371",
"2410","01000064427905004126","644279","08-20-14","010463126-0","2023-06-12 20:03:20",,POLO MC SLIM PIQUET FORWARD GG PRETO,"3035E2C81C1AA00000000FCA",,"118484-004","210",GG,"11",
"2449","01000067372101000081","673721","08-60-24","010465018-0","2023-06-15 09:51:54",,TSHIRT O MC SLIM MPENTEADA CHOICE G1 PRETO,"3035E2C81C2EC68000000157",,"120066-001","210",G1,"250",OK
"2449","01000067372101000073","673721","08-60-24","010465018-0","2023-06-15 09:51:48",,TSHIRT O MC SLIM MPENTEADA CHOICE G1 PRETO,"3035E2C81C2EC68000000156",,"120066-001","210",G1,"250",OK
"2452","01000031329902046033","313299","09-15-16","010220012-0","2023-06-14 17:24:51",,POLO MC REG PIQUET PAI KIDS BASICA PACK P BRANCO,"3035E2C1681E14C0000201FE",,"119519-001","201",P,"1222",
"2452","01000031329902045833","313299","09-15-16","010220012-0","2023-06-14 17:24:51",,POLO MC REG PIQUET PAI KIDS BASICA PACK P BRANCO,"3035E2C1681E14C0000201EA",,"119519-001","201",P,"1222",
"2452","01000031329902045485","313299","09-15-16","010220012-0","2023-06-14 17:24:51",,POLO MC REG PIQUET PAI KIDS BASICA PACK P BRANCO,"3035E2C1681E14C0000201C7",,"119519-001","201",P,"1222",
"2452","01000031329902045037","313299","09-15-16","010220012-0","2023-06-14 17:24:51",,POLO MC REG PIQUET PAI KIDS BASICA PACK P BRANCO,"3035E2C1681E14C00002019A",,"119519-001","201",P,"1222",
"2452","01000031329902045582","313299","09-15-16","010220012-0","2023-06-14 17:24:51",,POLO MC REG PIQUET PAI KIDS BASICA PACK P BRANCO,"3035E2C1681E14C0000201D1",,"119519-001","201",P,"1222",
"2452","01000031329902045493","313299","09-15-16","010220012-0","2023-06-14 17:24:51",,POLO MC REG PIQUET PAI KIDS BASICA PACK P BRANCO,"3035E2C1681E14C0000201C8",,"119519-001","201",P,"1222",
"2449","01000067372101000057","673721","08-60-24","010465018-0","2023-06-15 09:51:45",,TSHIRT O MC SLIM MPENTEADA CHOICE G1 PRETO,"3035E2C81C2EC68000000154",,"120066-001","210",G1,"250",OK
"2407","01000020088702097631","200887","10-01-05","010220002-0","2023-06-19 10:10:46",,TSHIRT O MC RG MPENTEADA PAI KIDS PACK P BRANCO,"3035E2C168001A80000371A8",,"119516-001","201",P,"1291",OK
"2407","01000020088702098310","200887","10-01-05","010220002-0","2023-06-19 10:10:58",,TSHIRT O MC RG MPENTEADA PAI KIDS PACK P BRANCO,"3035E2C168001A80000371EC",,"119516-001","201",P,"1291",OK
"2407","01000020088702097055","200887","10-01-05","010220002-0","2023-06-19 10:10:53",,TSHIRT O MC RG MPENTEADA PAI KIDS PACK P BRANCO,"3035E2C168001A800003716E",,"119516-001","201",P,"1291",OK
"2407","01000020088702097364","200887","10-01-05","010220002-0","2023-06-19 10:11:44",,TSHIRT O MC RG MPENTEADA PAI KIDS PACK P BRANCO,"3035E2C168001A800003718D",,"119516-001","201",P,"1291",OK
"2449","01000067372101000146","673721","08-60-24","010465018-0","2023-06-15 09:52:03",,TSHIRT O MC SLIM MPENTEADA CHOICE G1 PRETO,"3035E2C81C2EC6800000015D",,"120066-001","210",G1,"250",OK
"2452","01000065463402000058","654634","02-81-20","010463223-0","2023-06-24 14:19:03",,BATA ML DIFERENCIADA  LINEN P SAFARI,"3035E2C81C13A98000000169",,"115910-001","223",P,"111",
"2452","01000063102204000092","631022","02-81-20","010463214-0","2023-06-24 14:19:03",,CAMISA MC SLIM ESTAMPADA BIRDY G GUACHE,"3035E2C81C1529C00000009C",,"113175-001","216",G,"197",
"2452","01000065463703000151","654637","02-81-20","010463223-0","2023-06-24 14:19:03",,BATA ML DIFERENCIADA  LINEN M SAFARI,"3035E2C81C13A98000000170",,"115910-001","223",M,"111",
"2452","01000063406704000588","634067","02-81-20","010463215-0","2023-06-24 14:19:03",,CAMISA MC SLIM ESTAMPADA VILLE G OFF WHITHE,"3035E2C81C174E40000001DA",,"117152-001","202",G,"127",
"2452","01000031329902046059","313299","09-15-16","010220012-0","2023-06-14 17:24:51",,POLO MC REG PIQUET PAI KIDS BASICA PACK P BRANCO,"3035E2C1681E14C000020200",,"119519-001","201",P,"1222",
"2452","01000031329902045980","313299","09-15-16","010220012-0","2023-06-14 17:24:51",,POLO MC REG PIQUET PAI KIDS BASICA PACK P BRANCO,"3035E2C1681E14C0000201F9",,"119519-001","201",P,"1222",
"2452","01000031329902045948","313299","09-15-16","010220012-0","2023-06-14 17:24:51",,POLO MC REG PIQUET PAI KIDS BASICA PACK P BRANCO,"3035E2C1681E14C0000201F5",,"119519-001","201",P,"1222",
"2452","01000031329902045647","313299","09-15-16","010220012-0","2023-06-14 17:24:51",,POLO MC REG PIQUET PAI KIDS BASICA PACK P BRANCO,"3035E2C1681E14C0000201D7",,"119519-001","201",P,"1222",
"2452","01000031329902045841","313299","09-15-16","010220012-0","2023-06-14 17:24:51",,POLO MC REG PIQUET PAI KIDS BASICA PACK P BRANCO,"3035E2C1681E14C0000201EB",,"119519-001","201",P,"1222",
"2452","01000031329902045223","313299","09-15-16","010220012-0","2023-06-14 17:24:51",,POLO MC REG PIQUET PAI KIDS BASICA PACK P BRANCO,"3035E2C1681E14C0000201AD",,"119519-001","201",P,"1222",
"2452","01000031329902046114","313299","09-15-16","010220012-0","2023-06-14 17:24:51",,POLO MC REG PIQUET PAI KIDS BASICA PACK P BRANCO,"3035E2C1681E14C000020206",,"119519-001","201",P,"1222",
"2452","01000031329902045192","313299","09-15-16","010220012-0","2023-06-14 17:24:51",,POLO MC REG PIQUET PAI KIDS BASICA PACK P BRANCO,"3035E2C1681E14C0000201AA",,"119519-001","201",P,"1222",
"2452","01000031329902045998","313299","09-15-16","010220012-0","2023-06-14 17:24:51",,POLO MC REG PIQUET PAI KIDS BASICA PACK P BRANCO,"3035E2C1681E14C0000201FA",,"119519-001","201",P,"1222",
"2452","01000031329902046009","313299","09-15-16","010220012-0","2023-06-14 17:24:51",,POLO MC REG PIQUET PAI KIDS BASICA PACK P BRANCO,"3035E2C1681E14C0000201FB",,"119519-001","201",P,"1222",
"2410","01000064937305000387","649373","08-57-02","010464005-0",,,TSHIRT O MC SLIM MPENTEADA CB BIKERS GG PRETO,"3035E2C81C1F1400000004B3",,"120310-001","210",GG,"162",adicionado do fila
"2449","01000053166701000062","531667","08-54-03","010450031-0","2023-06-14 19:36:16",,CAMISA ML SLIM MAZZINE BASIC PACK PP SANGUE,"3035E2C3F41822C000000E80",,"104197-001","705",PP,"198",OK
"2449","01000053166701000088","531667","08-54-03","010450031-0","2023-06-14 19:36:16",,CAMISA ML SLIM MAZZINE BASIC PACK PP SANGUE,"3035E2C3F41822C000001A3F",,"111002-001","705",PP,"878",OK
"2449","01000053166701000096","531667","08-54-03","010450031-0","2023-06-14 19:36:16",,CAMISA ML SLIM MAZZINE BASIC PACK PP SANGUE,"3035E2C3F41822C000001A40",,"111002-001","705",PP,"878",OK
"1","01000057169801000037","571698","14-03-05","010461039-0",,,TSHIRT O MC SLIM MCONFORTO WASABI PP MERGULHO,"3035E2C3F42B980000000084",,"105100-001","116",PP,"90",OK
"2410","01000061908006001034","619080","08-18-01","010463121-0","2023-06-12 19:26:45",,POLO MC SLIM PIQUET BALL XG MESCLA,"3035E2C81C0BF580000008E6",,"115743-001","248",XG,"1232",
"2410","01000064427302003515","644273","08-20-11","010463126-0","2023-06-12 19:58:12",,POLO MC SLIM PIQUET FORWARD P PRETO,"3035E2C81C1AA00000000FC2",,"118484-004","210",P,"11",
,"01000020088702097128","200887","10-01-05","010220002-0","2023-06-19 10:12:43",,TSHIRT O MC RG MPENTEADA PAI KIDS PACK P BRANCO,"3035E2C168001A8000037175",,"119516-001","201",P,"1291",OK
"2407","01000026871902031888","268719","10-01-24","010220002-0","2023-06-19 14:02:50",,TSHIRT O MC RG MPENTEADA PAI KIDS PACK P MESCLA,"3035E2C168001A8000038AEA",,"119516-001","248",P,"1291",OK
,"01000060926205001822","609262","02-04-03","010462149-0","2023-06-21 12:08:48",,TSHIRT O MC SLIM MPENTEADA PLUN,"3035E2C81C0615C000001BAD",,"116027-001","929",GG,"26",
,"01000065760903000026",,"02-04-03",,"2023-06-21 12:08:48",,,,,,,,,
,"01000060925704003012",,"02-04-03",,"2023-06-21 12:08:48",,,,,,,,,
,"01000060929205000630",,"02-04-03",,"2023-06-21 12:08:48",,,,,,,,,
"2449","01000054383604009853","543836","07-50-06","010450011-0","2023-06-20 17:12:16",,TSHIRT O MC SLIM MCONFORTO BASICA PACK,"3035E2C1686130800000D136",,"120919-001","316",G,"1020",
,"01000060929405000242",,"02-04-03",,"2023-06-21 12:08:48",,,,,,,,,
,"01000060928203000561",,"02-04-03",,"2023-06-21 12:08:48",,,,,,,,,
,"01000062495903000793","624959","02-04-03","010463018-0","2023-06-21 12:08:48",,TSHIRT O MC SLIM MPENTEADA CB DUSTY,"3035E2C81C10C0C000000060",,"113137-001","118",M,"272",
,"01000060925504002640","609255","02-04-03","010462149-0","2023-06-21 12:08:48",,TSHIRT O MC SLIM MPENTEADA PLUN,"3035E2C81C0615C000001A6B",,"113433-001","201",G,"240",
,"01000060926205001848","609262","02-04-03","010462149-0","2023-06-21 12:08:48",,TSHIRT O MC SLIM MPENTEADA PLUN,"3035E2C81C0615C000001BAF",,"116027-001","929",GG,"26",
,"01000060926205001806","609262","02-04-03","010462149-0","2023-06-21 12:08:48",,TSHIRT O MC SLIM MPENTEADA PLUN,"3035E2C81C0615C000001BAB",,"116027-001","929",GG,"26",
,"01000065760903000034",,"02-04-03",,"2023-06-21 12:08:48",,,,,,,,,
,"01000060925704003096",,"02-04-03",,"2023-06-21 12:08:48",,,,,,,,,
"1968","01000064584702000050","645847","02-02-02","010464050-0","2023-06-17 13:10:41",,TSHIRT O MC SLIM SUBLIMADA  VANILLA P MERGULHO,"3035E2C81C1D3340000000E3",,,"116",,,
"1968","01000064912102000053","649121","02-02-02","010464051-0","2023-06-17 13:10:41",,TSHIRT O MC SLIM SUBLIMADA  LISTRY P MERGULHO,"3035E2C81C1DE1C0000000DB",,,"116",,,
"1968","01000060920801000105","609208","02-02-02","010462148-0","2023-06-17 13:10:41",,TSHIRT O MC SLIM MPENTEADA DALY PP PRETO,"3035E2C81C06204000000330",,,"210",,,
